age,gender,income,education,marital_status,credit_score,loan_amount,employment_status,dependents,home_ownership,loan_purpose,loan_status
70,Male,142,Master,Single,694,16,Retired,2,Rent,Home,Approved
33,Male,73,High School,Married,413,20,Retired,4,Own,Education,Rejected
19,Male,100,High School,Divorced,501,29,Retired,2,Rent,Business,Approved
51,Female,28,Master,Single,762,35,Self-Employed,2,Rent,Home,Rejected
25,Female,120,High School,Single,841,28,Retired,5,Mortgage,Personal,Approved
30,Male,58,Master,Divorced,663,7,Unemployed,0,Rent,Personal,Approved
59,Male,129,Master,Married,546,22,Retired,0,Mortgage,Personal,Rejected
25,Male,85,Master,Single,545,14,Unemployed,4,Mortgage,Business,Approved
47,Female,29,Master,Widowed,483,36,Unemployed,0,Own,Business,Rejected
49,Female,136,Bachelor,Widowed,712,10,Retired,3,Own,Car,Approved
53,Male,102,Master,Single,572,2,Self-Employed,4,Rent,Car,Approved
64,Male,89,High School,Married,844,22,Unemployed,3,Rent,Personal,Approved
47,Female,58,PhD,Widowed,576,16,Retired,0,Own,Education,Rejected
18,Female,32,Bachelor,Widowed,798,35,Retired,0,Rent,Education,Rejected
60,Male,78,PhD,Divorced,789,47,Self-Employed,4,Own,Personal,Approved
56,Male,86,PhD,Married,514,40,Retired,2,Own,Car,Approved
34,Male,60,PhD,Single,402,48,Employed,1,Mortgage,Business,Rejected
37,Female,54,PhD,Divorced,474,11,Employed,1,Own,Education,Rejected
41,Male,100,PhD,Divorced,351,43,Employed,0,Own,Business,Approved
67,Female,53,High School,Divorced,596,43,Retired,3,Mortgage,Personal,Rejected
39,Female,95,Master,Married,474,33,Unemployed,4,Mortgage,Business,Rejected
46,Male,89,High School,Married,642,34,Self-Employed,2,Mortgage,Education,Rejected
39,Male,30,Bachelor,Married,470,33,Retired,5,Mortgage,Car,Approved
61,Female,131,High School,Single,336,19,Unemployed,0,Own,Education,Rejected
26,Male,46,Bachelor,Married,500,20,Retired,3,Own,Home,Rejected
54,Female,67,Master,Divorced,363,10,Employed,0,Own,Business,Rejected
27,Male,43,PhD,Widowed,785,19,Employed,5,Own,Business,Rejected
53,Male,37,Master,Single,754,43,Unemployed,1,Own,Business,Rejected
54,Male,46,High School,Single,708,12,Unemployed,0,Own,Personal,Rejected
45,Male,73,High School,Single,449,10,Unemployed,3,Mortgage,Personal,Approved
45,Female,74,Master,Divorced,801,7,Self-Employed,1,Own,Education,Approved
59,Female,139,Master,Married,847,40,Unemployed,5,Mortgage,Car,Approved
60,Female,40,High School,Divorced,577,11,Employed,5,Mortgage,Home,Rejected
38,Male,134,Master,Widowed,334,50,Employed,0,Own,Car,Rejected
41,Female,139,Bachelor,Married,474,16,Self-Employed,1,Mortgage,Car,Rejected
59,Female,77,Bachelor,Widowed,332,33,Retired,5,Own,Home,Rejected
57,Female,73,High School,Single,696,38,Unemployed,4,Rent,Personal,Approved
19,Male,22,High School,Single,553,17,Self-Employed,3,Mortgage,Business,Rejected
25,Female,148,Master,Divorced,622,45,Retired,3,Rent,Personal,Rejected
65,Male,25,Master,Married,312,25,Retired,4,Mortgage,Business,Approved
44,Male,38,PhD,Single,349,42,Unemployed,5,Own,Business,Rejected
39,Female,105,Bachelor,Divorced,532,31,Employed,5,Own,Personal,Rejected
54,Male,134,High School,Widowed,839,42,Unemployed,3,Own,Car,Approved
44,Female,142,High School,Divorced,395,1,Unemployed,3,Own,Business,Rejected
46,Female,92,High School,Married,642,39,Employed,0,Mortgage,Personal,Rejected
20,Female,66,High School,Married,492,20,Employed,2,Own,Car,Rejected
61,Female,104,PhD,Married,810,9,Employed,0,Rent,Home,Approved
30,Female,47,Bachelor,Single,750,43,Retired,4,Mortgage,Business,Rejected
62,Male,65,PhD,Divorced,424,2,Retired,4,Rent,Car,Approved
27,Female,139,Bachelor,Widowed,380,1,Unemployed,2,Own,Business,Rejected
53,Male,135,High School,Married,306,44,Self-Employed,0,Own,Car,Rejected
26,Female,80,Bachelor,Divorced,629,39,Unemployed,0,Own,Home,Approved
44,Female,36,High School,Single,382,5,Self-Employed,0,Mortgage,Business,Rejected
51,Female,53,PhD,Widowed,835,12,Unemployed,1,Rent,Personal,Rejected
68,Male,39,Bachelor,Widowed,826,14,Unemployed,5,Own,Car,Rejected
18,Male,62,Master,Widowed,412,39,Unemployed,1,Own,Home,Approved
49,Male,29,Bachelor,Single,739,32,Retired,0,Own,Business,Rejected
42,Male,113,High School,Married,318,40,Unemployed,1,Mortgage,Home,Rejected
46,Female,134,Master,Single,308,46,Self-Employed,0,Mortgage,Home,Rejected
24,Female,146,High School,Widowed,484,44,Retired,4,Own,Business,Rejected
66,Male,129,Master,Divorced,337,9,Unemployed,0,Rent,Business,Rejected
20,Male,126,Master,Widowed,433,42,Employed,1,Own,Car,Rejected
37,Male,124,Bachelor,Divorced,401,42,Retired,2,Mortgage,Personal,Approved
37,Female,90,Bachelor,Single,448,33,Employed,4,Own,Home,Rejected
70,Male,103,Master,Single,392,25,Unemployed,3,Rent,Business,Approved
47,Male,22,Master,Single,439,38,Self-Employed,2,Mortgage,Home,Rejected
52,Female,65,Master,Divorced,594,14,Employed,2,Rent,Car,Rejected
52,Male,45,High School,Single,843,9,Employed,5,Rent,Car,Rejected
66,Female,27,Bachelor,Married,487,27,Retired,3,Own,Car,Rejected
56,Female,74,High School,Widowed,435,44,Employed,4,Mortgage,Personal,Rejected
44,Female,110,Bachelor,Married,465,19,Unemployed,5,Mortgage,Education,Rejected
43,Female,133,PhD,Divorced,776,25,Retired,3,Mortgage,Education,Approved
31,Female,98,High School,Single,446,32,Employed,4,Rent,Education,Rejected
34,Male,120,Bachelor,Widowed,544,22,Self-Employed,4,Mortgage,Personal,Rejected
35,Male,105,Master,Single,482,29,Retired,5,Rent,Personal,Approved
62,Female,64,Master,Single,308,28,Self-Employed,4,Mortgage,Home,Rejected
69,Female,69,Bachelor,Widowed,735,44,Self-Employed,2,Own,Home,Rejected
46,Male,83,Master,Widowed,455,13,Retired,4,Rent,Car,Approved
37,Male,114,Master,Married,413,28,Employed,5,Own,Personal,Approved
70,Female,21,PhD,Married,466,3,Employed,3,Own,Education,Rejected
44,Male,114,PhD,Married,787,30,Self-Employed,2,Own,Education,Rejected
35,Male,81,PhD,Married,736,11,Employed,4,Own,Home,Rejected
21,Female,93,High School,Married,522,2,Retired,1,Rent,Car,Rejected
18,Male,119,PhD,Divorced,490,50,Self-Employed,1,Mortgage,Car,Approved
67,Male,130,PhD,Divorced,472,50,Unemployed,4,Rent,Business,Rejected
18,Male,123,PhD,Single,556,9,Unemployed,1,Own,Personal,Approved
43,Male,34,Bachelor,Single,749,33,Unemployed,0,Own,Education,Rejected
62,Female,33,Master,Married,800,26,Employed,5,Mortgage,Education,Rejected
37,Male,46,Bachelor,Single,376,16,Unemployed,2,Own,Home,Rejected
69,Female,104,PhD,Divorced,525,25,Unemployed,0,Rent,Home,Rejected
40,Male,28,High School,Divorced,525,1,Self-Employed,2,Rent,Personal,Rejected
27,Female,39,Bachelor,Single,375,21,Retired,3,Rent,Home,Rejected
28,Female,98,PhD,Married,332,20,Self-Employed,1,Rent,Home,Rejected
58,Male,76,High School,Divorced,368,5,Self-Employed,1,Own,Education,Approved
58,Female,119,High School,Widowed,714,17,Unemployed,5,Mortgage,Personal,Rejected
22,Female,94,High School,Widowed,747,40,Self-Employed,1,Rent,Education,Approved
18,Female,86,Master,Single,661,38,Unemployed,4,Own,Education,Approved
34,Female,38,High School,Married,669,1,Employed,2,Rent,Home,Approved
39,Female,124,PhD,Single,698,13,Unemployed,4,Mortgage,Education,Approved
51,Male,30,Bachelor,Married,419,18,Retired,1,Own,Personal,Approved
62,Female,70,Bachelor,Married,347,4,Self-Employed,3,Rent,Home,Rejected
58,Female,145,PhD,Widowed,367,47,Retired,1,Mortgage,Personal,Rejected
46,Male,99,Master,Divorced,638,14,Retired,5,Own,Car,Rejected
21,Male,73,Master,Divorced,384,48,Self-Employed,4,Own,Personal,Approved
22,Female,36,High School,Single,676,5,Self-Employed,1,Rent,Personal,Rejected
28,Male,43,PhD,Single,684,33,Self-Employed,0,Own,Business,Rejected
68,Male,67,High School,Married,575,26,Retired,0,Own,Personal,Approved
38,Male,103,High School,Divorced,504,4,Employed,4,Rent,Education,Approved
52,Male,26,PhD,Married,364,30,Retired,0,Rent,Education,Approved
29,Male,30,Master,Widowed,378,17,Employed,2,Own,Home,Rejected
43,Male,31,Master,Widowed,825,28,Unemployed,5,Rent,Car,Approved
68,Female,129,Bachelor,Married,624,6,Self-Employed,2,Rent,Home,Rejected
36,Female,147,PhD,Married,677,27,Retired,5,Own,Personal,Rejected
62,Male,73,High School,Married,645,36,Employed,5,Rent,Personal,Rejected
24,Male,74,PhD,Married,734,7,Employed,4,Mortgage,Education,Rejected
64,Female,98,High School,Married,677,1,Employed,0,Own,Personal,Rejected
24,Male,109,Bachelor,Widowed,314,10,Self-Employed,2,Own,Personal,Approved
43,Female,116,Bachelor,Widowed,753,13,Employed,0,Mortgage,Education,Rejected
57,Male,146,Bachelor,Widowed,492,41,Self-Employed,1,Rent,Car,Approved
22,Female,49,Bachelor,Single,532,32,Retired,5,Rent,Personal,Rejected
38,Female,43,High School,Widowed,562,14,Employed,0,Rent,Business,Rejected
31,Male,150,Master,Divorced,745,33,Employed,0,Own,Car,Approved
21,Male,141,High School,Divorced,353,30,Self-Employed,4,Rent,Car,Rejected
40,Male,119,Bachelor,Married,303,9,Self-Employed,1,Rent,Education,Rejected
59,Male,90,Master,Widowed,556,6,Retired,2,Own,Home,Approved
37,Female,33,PhD,Married,660,10,Self-Employed,5,Own,Personal,Approved
32,Male,67,High School,Married,539,11,Retired,5,Rent,Personal,Approved
67,Female,48,PhD,Divorced,781,39,Retired,5,Mortgage,Home,Rejected
69,Male,69,Bachelor,Divorced,760,20,Employed,2,Own,Personal,Approved
62,Female,46,PhD,Married,437,25,Unemployed,5,Mortgage,Business,Rejected
46,Male,98,Master,Divorced,750,12,Unemployed,0,Mortgage,Home,Rejected
25,Male,115,Master,Married,623,22,Self-Employed,3,Own,Education,Rejected
58,Female,90,Master,Married,772,12,Self-Employed,3,Mortgage,Home,Rejected
65,Male,99,High School,Married,776,14,Unemployed,5,Rent,Car,Rejected
36,Male,100,PhD,Single,492,42,Retired,2,Mortgage,Education,Rejected
65,Male,106,PhD,Divorced,606,48,Unemployed,0,Rent,Car,Approved
56,Male,27,PhD,Divorced,841,36,Retired,0,Own,Education,Approved
63,Male,21,Bachelor,Widowed,520,14,Retired,1,Rent,Home,Approved
45,Female,142,High School,Divorced,471,2,Self-Employed,4,Own,Car,Rejected
63,Male,140,High School,Widowed,459,2,Self-Employed,3,Mortgage,Education,Rejected
44,Female,115,PhD,Married,471,43,Self-Employed,5,Own,Personal,Rejected
21,Male,112,High School,Single,362,43,Unemployed,0,Rent,Car,Approved
32,Male,22,PhD,Married,364,6,Unemployed,2,Own,Business,Rejected
52,Female,21,PhD,Married,468,25,Unemployed,3,Mortgage,Education,Rejected
54,Female,134,PhD,Married,380,3,Retired,4,Mortgage,Personal,Rejected
18,Female,68,Master,Widowed,567,23,Self-Employed,0,Rent,Personal,Rejected
20,Female,120,Bachelor,Single,679,9,Employed,3,Rent,Home,Rejected
64,Female,48,High School,Married,372,31,Unemployed,0,Own,Home,Rejected
41,Male,93,Bachelor,Widowed,631,28,Employed,5,Rent,Car,Approved
44,Female,124,Master,Married,487,25,Employed,4,Own,Car,Rejected
57,Female,25,High School,Single,324,35,Unemployed,1,Rent,Business,Rejected
53,Male,81,PhD,Married,527,1,Unemployed,3,Mortgage,Personal,Rejected
51,Male,50,Bachelor,Married,417,2,Unemployed,4,Mortgage,Education,Approved
46,Female,138,Master,Divorced,744,15,Self-Employed,1,Rent,Business,Rejected
41,Female,31,High School,Widowed,407,43,Employed,1,Own,Business,Rejected
41,Female,31,High School,Single,541,40,Retired,4,Mortgage,Business,Rejected
59,Male,44,Bachelor,Widowed,833,16,Employed,2,Own,Education,Rejected
21,Female,110,Bachelor,Divorced,780,23,Retired,4,Mortgage,Business,Rejected
20,Male,107,High School,Married,802,49,Employed,0,Rent,Home,Approved
51,Male,95,High School,Single,797,35,Employed,2,Rent,Home,Rejected
66,Male,37,Master,Single,355,8,Self-Employed,1,Rent,Home,Rejected
40,Male,64,PhD,Widowed,448,7,Retired,3,Mortgage,Business,Approved
70,Female,130,PhD,Married,610,21,Unemployed,1,Rent,Business,Rejected
69,Male,99,Master,Divorced,420,35,Unemployed,3,Rent,Personal,Approved
40,Male,87,High School,Married,325,39,Self-Employed,3,Rent,Car,Rejected
62,Female,37,Bachelor,Widowed,411,37,Unemployed,4,Own,Personal,Rejected
22,Male,73,Bachelor,Single,810,33,Employed,4,Rent,Home,Rejected
48,Female,131,High School,Single,322,37,Self-Employed,1,Own,Car,Rejected
70,Male,116,Master,Married,563,35,Retired,4,Own,Personal,Approved
58,Female,46,High School,Married,415,18,Self-Employed,1,Mortgage,Education,Rejected
23,Male,97,Bachelor,Married,779,19,Employed,4,Rent,Education,Approved
54,Male,107,High School,Married,606,10,Self-Employed,4,Mortgage,Education,Rejected
27,Female,73,High School,Divorced,530,4,Employed,3,Rent,Home,Rejected
57,Male,106,Master,Divorced,791,30,Self-Employed,2,Own,Car,Rejected
24,Male,24,PhD,Divorced,419,45,Retired,4,Mortgage,Home,Approved
56,Female,142,Bachelor,Divorced,585,33,Retired,5,Own,Education,Rejected
55,Male,73,Bachelor,Widowed,706,4,Unemployed,5,Rent,Business,Approved
38,Male,58,High School,Single,657,9,Employed,5,Mortgage,Home,Rejected
37,Female,128,Bachelor,Single,451,17,Unemployed,4,Rent,Car,Rejected
20,Female,93,Bachelor,Widowed,624,43,Self-Employed,1,Mortgage,Home,Approved
68,Female,84,PhD,Widowed,545,39,Self-Employed,3,Rent,Car,Rejected
39,Female,56,Bachelor,Divorced,614,24,Self-Employed,5,Own,Business,Approved
64,Female,86,Bachelor,Married,461,39,Self-Employed,3,Own,Personal,Rejected
21,Male,130,Master,Single,668,13,Retired,2,Mortgage,Car,Approved
45,Female,144,Master,Widowed,484,26,Self-Employed,2,Rent,Car,Rejected
29,Male,106,Master,Married,575,19,Retired,2,Rent,Education,Approved
55,Female,66,Master,Divorced,828,17,Unemployed,4,Own,Education,Rejected
68,Male,32,Master,Widowed,735,50,Retired,1,Mortgage,Business,Approved
53,Male,63,PhD,Single,559,30,Retired,5,Rent,Home,Approved
64,Female,144,Bachelor,Single,544,26,Employed,0,Rent,Personal,Rejected
58,Male,138,High School,Single,637,13,Self-Employed,5,Own,Personal,Rejected
22,Male,150,PhD,Widowed,349,49,Self-Employed,5,Rent,Business,Approved
30,Female,145,High School,Single,571,18,Self-Employed,1,Own,Personal,Rejected
40,Female,68,Master,Divorced,534,21,Unemployed,3,Mortgage,Home,Rejected
67,Female,143,Bachelor,Single,605,34,Self-Employed,2,Rent,Education,Approved
47,Female,97,Master,Divorced,776,47,Self-Employed,0,Rent,Business,Rejected
54,Male,149,PhD,Single,787,9,Self-Employed,3,Own,Personal,Rejected
42,Male,122,High School,Divorced,379,30,Employed,2,Own,Business,Approved
65,Male,124,Bachelor,Widowed,585,29,Retired,5,Rent,Business,Rejected
44,Male,139,PhD,Divorced,397,29,Employed,0,Own,Car,Rejected
68,Male,50,PhD,Widowed,777,46,Self-Employed,1,Own,Car,Approved
31,Male,87,Bachelor,Married,705,19,Retired,5,Mortgage,Business,Approved
65,Female,56,Bachelor,Divorced,836,8,Employed,3,Own,Car,Approved
64,Male,43,PhD,Widowed,554,44,Self-Employed,4,Rent,Personal,Approved
53,Male,63,High School,Married,786,17,Self-Employed,5,Own,Business,Approved
56,Male,102,High School,Single,493,12,Employed,0,Rent,Car,Rejected
33,Female,60,PhD,Married,815,15,Retired,0,Rent,Personal,Rejected
39,Female,61,PhD,Divorced,763,5,Retired,5,Own,Education,Approved
38,Female,127,Master,Married,803,34,Employed,5,Rent,Education,Rejected
38,Female,59,Master,Single,335,50,Self-Employed,1,Mortgage,Business,Rejected
25,Male,67,High School,Married,315,3,Retired,1,Mortgage,Home,Rejected
66,Male,132,Master,Divorced,372,5,Employed,3,Rent,Personal,Rejected
33,Male,103,High School,Divorced,619,34,Employed,4,Mortgage,Business,Rejected
48,Female,23,Bachelor,Widowed,544,9,Employed,2,Own,Car,Rejected
59,Male,127,Master,Single,494,24,Retired,5,Own,Education,Rejected
27,Male,79,High School,Single,388,5,Unemployed,0,Own,Car,Rejected
49,Male,133,High School,Married,438,27,Unemployed,0,Rent,Personal,Approved
51,Female,24,PhD,Single,696,49,Unemployed,3,Own,Business,Rejected
26,Female,125,High School,Divorced,783,20,Unemployed,2,Own,Education,Rejected
34,Female,25,Master,Married,686,47,Unemployed,2,Rent,Personal,Rejected
28,Male,33,PhD,Widowed,667,45,Self-Employed,5,Mortgage,Education,Rejected
49,Male,145,PhD,Married,757,41,Employed,2,Own,Education,Approved
27,Male,81,Master,Married,721,2,Unemployed,3,Rent,Business,Rejected
39,Male,46,Bachelor,Widowed,531,23,Retired,0,Mortgage,Business,Approved
34,Female,73,Master,Married,838,34,Employed,1,Mortgage,Home,Approved
21,Male,109,Master,Single,643,29,Retired,0,Mortgage,Home,Approved
65,Female,31,PhD,Married,437,43,Retired,1,Own,Home,Rejected
69,Male,93,Master,Married,673,35,Retired,1,Mortgage,Home,Rejected
64,Female,45,Bachelor,Married,736,30,Self-Employed,3,Mortgage,Car,Approved
42,Male,64,Bachelor,Divorced,454,3,Retired,5,Mortgage,Home,Rejected
38,Male,103,Bachelor,Divorced,818,10,Employed,2,Own,Car,Approved
54,Female,122,PhD,Single,414,34,Employed,5,Rent,Education,Rejected
55,Female,143,Master,Widowed,391,1,Self-Employed,3,Mortgage,Car,Rejected
66,Male,142,High School,Divorced,645,6,Self-Employed,5,Rent,Education,Rejected
18,Male,135,Master,Divorced,824,6,Employed,5,Mortgage,Home,Approved
42,Male,33,Bachelor,Single,390,43,Employed,1,Mortgage,Car,Rejected
68,Female,36,Master,Single,697,16,Retired,0,Own,Education,Rejected
53,Male,32,PhD,Widowed,404,1,Retired,1,Mortgage,Home,Rejected
34,Female,112,Master,Married,839,5,Self-Employed,3,Mortgage,Education,Approved
58,Male,82,PhD,Married,578,25,Unemployed,5,Rent,Business,Rejected
41,Male,52,High School,Widowed,311,27,Retired,5,Own,Education,Approved
19,Male,48,High School,Widowed,606,42,Retired,0,Rent,Home,Rejected
57,Male,56,PhD,Widowed,663,38,Unemployed,2,Rent,Personal,Approved
32,Female,122,Master,Single,617,43,Retired,3,Rent,Business,Rejected
49,Female,43,Bachelor,Married,837,26,Unemployed,5,Rent,Car,Approved
56,Male,144,PhD,Widowed,513,16,Unemployed,5,Own,Business,Approved
23,Male,72,Master,Widowed,613,45,Employed,4,Mortgage,Home,Rejected
18,Male,107,Master,Married,754,44,Unemployed,5,Own,Education,Approved
64,Female,117,Master,Married,698,50,Unemployed,1,Mortgage,Personal,Rejected
40,Male,133,Bachelor,Single,521,26,Self-Employed,2,Mortgage,Home,Rejected
56,Female,114,Bachelor,Divorced,561,45,Self-Employed,2,Rent,Education,Rejected
34,Female,139,Bachelor,Divorced,795,37,Self-Employed,5,Mortgage,Home,Rejected
51,Female,92,PhD,Single,429,28,Retired,0,Own,Personal,Rejected
58,Female,125,PhD,Single,458,28,Self-Employed,3,Mortgage,Education,Rejected
46,Male,45,Bachelor,Married,590,30,Employed,5,Own,Personal,Approved
26,Male,37,PhD,Single,842,13,Employed,5,Own,Education,Rejected
30,Female,77,Bachelor,Single,388,25,Employed,1,Own,Business,Rejected
23,Male,112,PhD,Widowed,631,45,Retired,5,Mortgage,Home,Rejected
23,Male,68,Master,Single,805,19,Unemployed,4,Rent,Car,Rejected
37,Male,90,Bachelor,Single,429,13,Unemployed,1,Own,Car,Approved
69,Female,84,PhD,Widowed,506,11,Employed,5,Rent,Home,Rejected
70,Male,52,Master,Married,659,48,Unemployed,5,Own,Car,Approved
20,Male,69,Master,Married,358,23,Unemployed,3,Mortgage,Personal,Approved
34,Male,23,PhD,Single,395,14,Unemployed,2,Own,Car,Rejected
66,Male,138,Master,Single,545,10,Retired,4,Mortgage,Home,Approved
29,Male,103,High School,Divorced,758,34,Unemployed,0,Mortgage,Business,Rejected
65,Male,136,Bachelor,Widowed,444,40,Unemployed,3,Mortgage,Home,Approved
64,Male,121,Bachelor,Divorced,609,23,Retired,1,Mortgage,Home,Rejected
62,Male,150,Master,Single,833,40,Self-Employed,3,Rent,Education,Rejected
18,Male,25,PhD,Divorced,680,21,Employed,0,Mortgage,Car,Approved
34,Male,42,High School,Divorced,652,20,Retired,1,Own,Car,Approved
20,Female,139,PhD,Married,584,32,Retired,4,Rent,Education,Rejected
43,Male,80,Bachelor,Widowed,801,14,Employed,1,Rent,Personal,Approved
32,Female,119,Master,Married,557,24,Unemployed,1,Rent,Personal,Rejected
53,Male,84,High School,Married,351,46,Unemployed,0,Rent,Education,Rejected
49,Female,43,Master,Divorced,849,18,Retired,1,Own,Car,Rejected
49,Female,56,High School,Widowed,515,47,Self-Employed,3,Mortgage,Personal,Rejected
21,Male,64,Master,Single,745,30,Employed,2,Own,Personal,Approved
35,Female,119,PhD,Widowed,522,28,Self-Employed,0,Mortgage,Business,Rejected
66,Female,121,Bachelor,Married,404,48,Retired,0,Rent,Personal,Rejected
36,Female,82,Master,Divorced,821,14,Self-Employed,0,Rent,Car,Approved
60,Male,48,Master,Single,682,42,Retired,3,Rent,Business,Rejected
